step,lr,epoch,train_loss
1,0.001,1,0.5814564824104309
2,0.001,2,0.784030556678772
3,0.001,3,0.6050421595573425
4,0.001,4,0.39256107807159424
5,0.001,5,0.3256256878376007
6,0.001,6,0.2905321419239044
7,0.001,7,0.2556423246860504
8,0.001,8,0.24373091757297516
9,0.001,9,0.23050396144390106
10,0.001,10,0.21390800178050995
11,0.001,11,0.20532862842082977
12,0.001,12,0.19829413294792175
13,0.001,13,0.1891915649175644
14,0.001,14,0.18300467729568481
15,0.001,15,0.1764758974313736
16,0.001,16,0.16923373937606812
17,0.001,17,0.1630433052778244
18,0.001,18,0.15748195350170135
19,0.001,19,0.1519261747598648
20,0.001,20,0.1459442526102066
21,0.001,21,0.14053329825401306
22,0.001,22,0.1353057473897934
23,0.001,23,0.12963083386421204
24,0.001,24,0.12405231595039368
25,0.001,25,0.11802355200052261
26,0.001,26,0.11215677112340927
27,0.001,27,0.10637747496366501
28,0.001,28,0.10044517368078232
29,0.001,29,0.09436862915754318
30,0.001,30,0.08835670351982117
31,0.001,31,0.08233436942100525
32,0.001,32,0.07635917514562607
33,0.001,33,0.07067634165287018
34,0.001,34,0.06496475636959076
35,0.001,35,0.059461068361997604
36,0.001,36,0.05453135818243027
37,0.001,37,0.05088850110769272
38,0.001,38,0.05718545615673065
39,0.001,39,0.13648360967636108
40,0.001,40,0.3158884048461914
41,0.001,41,0.057774100452661514
42,0.001,42,0.13935193419456482
43,0.001,43,0.03735608980059624
44,0.001,44,0.05336600914597511
45,0.001,45,0.0724368542432785
46,0.001,46,0.06505580246448517
47,0.001,47,0.04892592504620552
48,0.001,48,0.035782475024461746
49,0.001,49,0.030295629054307938
50,0.001,50,0.030344121158123016
51,0.001,51,0.032414935529232025
52,0.001,52,0.02868080325424671
53,0.001,53,0.0249504242092371
54,0.001,54,0.025196384638547897
55,0.001,55,0.02522200532257557
56,0.001,56,0.02293797954916954
57,0.001,57,0.02144971303641796
58,0.001,58,0.021793289110064507
59,0.001,59,0.02367897890508175
60,0.001,60,0.027038125321269035
61,0.001,61,0.05244627222418785
62,0.001,62,0.12290601432323456
63,0.001,63,0.14816904067993164
64,0.001,64,0.06363489478826523
65,0.001,65,0.07413914054632187
66,0.001,66,0.03540719300508499
67,0.001,67,0.04955821856856346
68,0.001,68,0.039299290627241135
69,0.001,69,0.029737066477537155
70,0.001,70,0.027218520641326904
71,0.001,71,0.030885756015777588
72,0.001,72,0.030341310426592827
73,0.001,73,0.021602623164653778
74,0.001,74,0.02264665812253952
75,0.001,75,0.022675180807709694
76,0.001,76,0.02043781615793705
77,0.001,77,0.022572549059987068
78,0.001,78,0.020382540300488472
79,0.001,79,0.017737068235874176
80,0.001,80,0.019108178094029427
81,0.001,81,0.017264697700738907
82,0.001,82,0.016318941488862038
83,0.001,83,0.01655227318406105
84,0.001,84,0.016404516994953156
85,0.001,85,0.015669984742999077
86,0.001,86,0.01569054275751114
87,0.001,87,0.015891531482338905
88,0.001,88,0.014794238843023777
89,0.001,89,0.014578982256352901
90,0.001,90,0.014383555389940739
91,0.001,91,0.013730389066040516
92,0.001,92,0.01350181084126234
93,0.001,93,0.013546135276556015
94,0.001,94,0.013201280497014523
95,0.001,95,0.012900153174996376
96,0.001,96,0.012844590470194817
97,0.001,97,0.012791355140507221
98,0.001,98,0.012353180907666683
99,0.001,99,0.012402083724737167
100,0.001,100,0.012227535247802734
