step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,1.006197986125946,0.65,102.5805650024414,0.573,1744267884.9579303,2025/04/10 15:51:24,1.8640813827514648,1.9s
2,2,0.0049692208514878445,0.33777995872497557,0.862,61.20967590332031,0.603,1744267886.4647431,2025/04/10 15:51:26,3.370894193649292,3.4s
3,3,0.0048776412907378846,0.28555251836776735,0.88,6.353643207550049,0.7965,1744267887.9493465,2025/04/10 15:51:27,4.855497598648071,4.9s
4,4,0.00472751631047092,0.24812754368782045,0.912,1.564355260848999,0.8715,1744267889.3970184,2025/04/10 15:51:29,6.30316948890686,6.3s
5,5,0.004522542485937369,0.22646830987930297,0.912,0.7095872230529785,0.8795,1744267890.8317127,2025/04/10 15:51:30,7.737863779067993,7.7s
6,6,0.004267766952966369,0.21774815618991852,0.908,0.574199004650116,0.8925,1744267892.2671368,2025/04/10 15:51:32,9.173287868499756,9.2s
7,7,0.003969463130731183,0.2163831820487976,0.918,0.5626420793533325,0.891,1744267893.714794,2025/04/10 15:51:33,10.62094497680664,10.6s
8,8,0.0036349762493488673,0.20347056150436402,0.904,0.6761108598709107,0.7985,1744267895.166569,2025/04/10 15:51:35,12.072720050811768,12.1s
9,9,0.003272542485937369,0.17445615887641908,0.932,0.7418877611160278,0.7525,1744267896.6383548,2025/04/10 15:51:36,13.544505834579468,13.5s
10,10,0.0028910861626005777,0.17195837152004242,0.926,0.355076895236969,0.8785,1744267898.0776596,2025/04/10 15:51:38,14.983810663223267,15.0s
11,11,0.0025,0.15851519703865052,0.934,0.28957113885879515,0.891,1744267899.5016832,2025/04/10 15:51:39,16.40783429145813,16.4s
12,12,0.0021089138373994237,0.17056860780715943,0.926,0.31562788438796996,0.8735,1744267900.9548135,2025/04/10 15:51:40,17.86096453666687,17.9s
13,13,0.0017274575140626318,0.16380522894859315,0.922,0.2664136414527893,0.896,1744267902.4289632,2025/04/10 15:51:42,19.335114240646362,19.3s
14,14,0.0013650237506511332,0.14707011872529985,0.952,0.26728625464439393,0.8865,1744267903.8585505,2025/04/10 15:51:43,20.76470160484314,20.8s
15,15,0.0010305368692688174,0.16157000195980073,0.94,0.25253416085243224,0.896,1744267905.2934632,2025/04/10 15:51:45,22.19961428642273,22.2s
16,16,0.0007322330470336313,0.15373088800907134,0.936,0.2628259069919586,0.9,1744267906.7455604,2025/04/10 15:51:46,23.651711463928223,23.7s
17,17,0.00047745751406263163,0.1487861374616623,0.934,0.2620752747058868,0.8995,1744267908.226839,2025/04/10 15:51:48,25.13299012184143,25.1s
18,18,0.00027248368952908055,0.1414332550764084,0.932,0.26287771248817443,0.9005,1744267909.7317057,2025/04/10 15:51:49,26.63785672187805,26.6s
19,19,0.00012235870926211617,0.14309091687202455,0.94,0.2668227202892303,0.899,1744267911.2172372,2025/04/10 15:51:51,28.123388290405273,28.1s
20,20,0.00003077914851215585,0.14033797347545623,0.948,0.2700533273220062,0.899,1744267912.672644,2025/04/10 15:51:52,29.578794956207275,29.6s
